割付,№,県番号,地域分類,性別,年齢,年齢階層,性年代,q1,q2t,q3_1t,q3_2t,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q15b_6,q15b_7,q15b_8,q15b_9,q15b_10,q15b_11,q16.1,q16.2,q16.3,q16.4,q16.5,q16.6,q16.7,q16.0,q16_6t,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q19,q20,q21,q22,q23t,q24t,q25,q25_10t,q26,q26_8t,q27,q27_10t,q28,q29,q30,q31.1,q31.2,q31.3,q31.4,q31.5,q31.6,q31.7,q31.8,q31.0,q31_7t,q32,q33,q33_7t,回答開始日時,回答日時
Facebook利用者,25475,11,3,1,45,4,4,1,45,49,4,1,2,2,3,,3,,5,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,5,3,3,4,3,4,11,2,3,1,2,12,4,,1,,6,,1,1,4,0,0,0,0,0,1,0,0,0,,5,8,,2020/3/18 5:52,2020/3/18 5:56
Facebook利用者,25477,13,3,1,55,5,5,1,55,39,5,1,6,3,2,,2,3,5,,2,3,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,1,2,3,2,4,13,1,7,1,2,21,4,,1,,3,,1,1,7,1,0,0,0,1,0,0,0,0,,10,2,,2020/3/18 5:52,2020/3/18 5:55
Facebook利用者,25480,13,3,1,41,4,4,1,41,54,1,1,4,3,2,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,3,3,2,2,2,1,2,13,1,3,3,0,,1,,3,,1,,1,1,3,0,0,0,0,1,0,0,0,0,,3,8,,2020/3/18 5:52,2020/3/18 5:56
Facebook利用者,25485,18,4,1,42,4,4,1,42,52,11,1,3,2,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,5,4,2,1,4,5,18,2,5,1,1,7,4,,4,,6,,1,1,6,0,0,0,0,0,1,0,0,0,,4,8,,2020/3/18 5:52,2020/3/18 6:00
Facebook利用者,25490,8,3,1,52,5,5,1,52,42,9,1,6,1,3,,4,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,5,3,5,3,1,3,8,2,3,1,2,25,4,,1,,3,,1,1,2,0,0,0,0,0,1,0,0,0,,7,3,,2020/3/18 5:52,2020/3/18 5:56
Facebook利用者,25493,12,3,1,50,5,5,1,50,44,9,1,2,2,2,,2,3,4,,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,5,5,4,5,5,5,4,12,2,7,1,2,12,4,,2,,1,,1,1,4,0,0,0,0,1,0,0,0,0,,6,3,,2020/3/18 5:52,2020/3/18 5:55
Facebook利用者,25495,31,7,1,44,4,4,1,44,50,6,1,2,2,1,2,,,1,3,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,2,5,5,5,5,5,5,31,2,7,1,0,,3,,4,,4,,2,1,9,0,1,0,0,0,0,0,0,0,,13,3,,2020/3/18 5:52,2020/3/18 5:55
Facebook利用者,25504,23,5,1,56,5,5,1,56,38,7,1,3,2,1,3,,,1,3,,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,3,4,1,5,2,23,2,7,1,2,26,7,,1,,4,,2,1,9,0,0,0,0,0,1,0,0,0,,6,2,,2020/3/18 5:52,2020/3/18 6:03
Facebook利用者,25507,13,3,1,47,4,4,1,47,47,4,1,2,1,1,2,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,4,4,2,1,2,13,1,9,1,1,5,4,,2,,1,,1,1,8,0,0,0,0,1,0,0,0,0,,7,7,家事、子育て,2020/3/18 5:52,2020/3/18 5:57
Facebook利用者,25508,22,5,1,57,5,5,1,57,37,12,1,6,2,1,2,,,1,2,,,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,5,5,5,5,5,5,5,5,22,2,7,1,0,,3,,4,,3,,5,1,8,0,1,0,0,0,0,0,0,0,,13,6,,2020/3/18 5:52,2020/3/18 5:58
Facebook利用者,25510,26,6,1,53,5,5,1,53,42,3,1,6,1,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,1,5,1,1,1,1,4,26,1,1,3,1,0,1,,5,,4,,4,6,1,0,1,0,0,0,0,0,0,0,,13,8,,2020/3/18 5:52,2020/3/18 5:58
Facebook利用者,25512,7,2,1,54,5,5,1,54,40,9,1,4,3,2,,3,,5,,2,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,5,4,4,2,4,4,7,2,9,1,1,14,4,,1,,4,,2,1,9,0,0,0,0,0,1,0,0,0,,9,6,,2020/3/18 5:52,2020/3/18 5:57
Facebook利用者,25513,13,3,1,43,4,4,1,43,51,8,1,3,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,3,3,3,5,5,3,13,1,7,1,1,9,4,,2,,5,,4,1,1,0,0,0,0,0,0,0,1,0,,6,6,,2020/3/18 5:52,2020/3/18 5:55
Facebook利用者,25520,14,3,1,51,5,5,1,51,43,7,1,4,2,2,,3,,4,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,2,3,4,2,3,3,14,1,5,3,0,,1,,3,,4,,1,1,3,1,0,0,0,1,0,0,0,0,,4,8,,2020/3/18 5:52,2020/3/18 5:56
Facebook利用者,25522,27,6,1,55,5,5,1,55,39,4,1,2,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,4,4,4,1,3,27,1,7,1,2,11,4,,2,,4,,4,1,1,0,0,0,0,0,0,0,1,0,,13,6,,2020/3/18 5:52,2020/3/18 5:59
Facebook利用者,25525,1,1,1,53,5,5,1,53,41,6,1,2,3,3,,3,,1,3,,,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,5,2,5,3,4,5,2,4,1,1,5,1,1,17,4,,2,,1,,1,1,4,0,0,0,0,1,0,0,0,0,,13,3,,2020/3/18 5:52,2020/3/18 5:58
Facebook利用者,25529,1,1,1,47,4,4,1,47,47,10,1,5,1,2,,2,2,1,3,,,2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,,2,5,3,5,5,5,5,4,4,1,1,7,1,2,6,4,,3,,3,,1,1,5,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/18 5:53,2020/3/18 5:55
Facebook利用者,25530,13,3,1,45,4,4,1,45,49,11,1,4,2,3,,3,,5,,3,,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,5,4,4,5,5,2,13,2,7,1,2,15,4,,1,,3,,1,1,8,1,1,0,1,1,0,0,0,0,,10,5,,2020/3/18 5:53,2020/3/18 5:56
Facebook利用者,25531,45,9,1,52,5,5,1,52,42,3,1,3,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,5,3,3,5,4,3,45,2,7,1,2,16,1,,3,,3,,3,1,4,0,0,0,0,0,1,0,0,0,,9,5,,2020/3/18 5:53,2020/3/18 5:57
Facebook利用者,25532,13,3,1,57,5,5,1,57,38,2,1,4,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,1,1,4,5,1,2,13,1,7,1,1,16,4,,2,,3,,1,1,5,1,0,0,0,1,0,0,0,0,,8,8,,2020/3/18 5:53,2020/3/18 5:57
Facebook利用者,25547,42,9,1,48,4,4,1,48,47,2,1,5,1,2,,4,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,1,2,2,1,1,3,42,2,7,2,0,,1,,3,,5,,1,5,2,0,0,1,0,0,0,0,0,0,,2,3,,2020/3/18 5:53,2020/3/18 6:00
Facebook利用者,25548,28,6,1,54,5,5,1,54,40,9,1,1,3,1,3,,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,2,5,3,3,3,5,5,28,1,5,1,2,23,3,,2,,1,,1,1,3,1,0,0,1,1,0,0,0,0,,5,5,,2020/3/18 5:53,2020/3/18 6:01
Facebook利用者,25552,35,7,1,45,4,4,1,45,49,6,1,4,2,2,,3,,4,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,3,3,3,2,3,3,3,3,35,3,7,1,2,6,4,,3,,1,,2,1,3,1,0,0,0,0,0,0,0,0,,5,3,,2020/3/18 5:53,2020/3/18 5:56
Facebook利用者,25556,13,3,1,50,5,5,1,50,44,5,1,5,2,2,,4,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,4,2,4,4,3,4,13,1,7,1,0,,3,,3,,10,フリーランス,,,,,,,,,,,,0,,3,6,,2020/3/18 5:53,2020/3/18 5:58
Facebook利用者,25566,13,3,1,45,4,4,1,45,49,8,1,3,1,1,3,,,1,3,,,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,1,4,1,4,3,4,4,3,3,13,1,7,3,0,,10,パートナーと2人,3,,1,,1,1,3,1,0,0,0,1,0,0,0,0,,6,5,,2020/3/18 5:54,2020/3/18 6:04
Facebook利用者,25576,6,2,1,51,5,5,1,51,43,10,1,3,1,2,,4,,4,,3,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,2,5,1,1,1,5,4,6,2,7,1,2,20,7,,1,,1,,2,1,7,0,0,0,0,0,1,0,0,0,,9,5,,2020/3/18 5:54,2020/3/18 5:59
Facebook利用者,25578,25,6,1,49,4,4,1,49,45,7,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,1,1,1,1,4,4,25,2,3,1,3,17,4,,3,,3,,1,1,8,0,0,0,0,1,1,0,0,0,,5,3,,2020/3/18 5:54,2020/3/18 5:58
Facebook利用者,25586,23,5,1,50,5,5,1,50,44,4,1,6,1,3,,3,,1,3,,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,3,4,3,4,3,4,5,3,2,23,2,7,1,1,6,4,,2,,3,,1,1,8,1,0,0,0,1,0,0,0,0,,7,3,,2020/3/18 5:54,2020/3/18 5:59
Facebook利用者,25591,13,3,1,57,5,5,1,57,37,8,1,4,3,3,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,3,3,3,3,3,3,3,13,1,3,1,1,23,4,,2,,4,,1,1,3,1,0,0,0,1,0,0,0,0,,1,8,,2020/3/18 5:54,2020/3/18 5:58
Facebook利用者,25595,24,6,1,57,5,5,1,57,37,12,1,4,2,2,,4,,5,,3,,3,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,4,4,4,4,3,4,24,2,3,1,2,13,4,,3,,4,,1,1,8,0,0,0,0,0,1,0,0,0,,5,1,,2020/3/18 5:54,2020/3/18 5:58
Facebook利用者,25596,27,6,1,57,5,5,1,57,37,10,1,4,3,2,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,5,1,3,3,1,3,27,2,7,1,1,19,4,,2,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,4,8,,2020/3/18 5:54,2020/3/18 5:58
Facebook利用者,25600,4,2,1,40,4,4,1,40,54,3,1,3,2,1,2,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,3,3,3,3,3,3,3,3,4,2,3,1,2,2,4,,3,,1,,1,1,3,1,0,0,0,0,0,0,0,0,,2,3,,2020/3/18 5:55,2020/3/18 5:59
Facebook利用者,25607,11,3,1,46,4,4,1,46,48,9,1,3,2,1,2,,,3,,2,3,1,2,2,2,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,2,4,3,5,2,4,5,5,3,11,2,7,3,0,,2,,1,,1,,2,1,9,1,1,0,0,1,0,0,0,0,,6,4,,2020/3/18 5:55,2020/3/18 5:58
Facebook利用者,25608,11,3,1,49,4,4,1,49,45,9,1,6,1,2,,4,,1,3,,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,5,1,5,4,4,3,4,5,11,1,7,1,2,21,4,,4,,3,,1,1,7,1,0,0,0,0,0,0,0,0,,7,5,,2020/3/18 5:55,2020/3/18 6:02
Facebook利用者,25609,19,5,1,43,4,4,1,43,51,9,1,3,1,3,,2,3,4,,2,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,,2,4,2,4,3,4,4,5,3,19,2,5,1,2,13,4,,1,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,4,5,,2020/3/18 5:55,2020/3/18 6:01
Facebook利用者,25617,11,3,1,47,4,4,1,47,47,8,1,4,1,2,,2,3,4,,2,3,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,5,5,5,2,2,11,2,7,3,0,,1,,3,,1,,1,1,4,1,0,0,0,1,0,0,0,0,,4,6,,2020/3/18 5:55,2020/3/18 6:00
Facebook利用者,25625,4,2,1,49,4,4,1,49,45,9,1,4,2,2,,4,,5,,2,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,5,1,1,2,3,5,4,4,2,6,3,0,,2,,1,,1,,1,1,2,0,0,0,0,0,1,0,0,0,,4,2,,2020/3/18 5:55,2020/3/18 6:05
Facebook利用者,25631,27,6,1,57,5,5,1,57,37,7,1,2,1,2,,3,,4,,2,2,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,2,1,1,1,2,3,2,5,4,27,2,3,1,3,22,7,,1,,3,,1,1,4,1,0,0,0,1,0,0,0,0,,6,1,,2020/3/18 5:55,2020/3/18 6:00
Facebook利用者,25633,11,3,1,50,5,5,1,50,44,12,1,4,3,3,,3,,5,,5,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,職場,3,3,3,3,3,3,3,3,3,11,2,3,1,2,17,4,,1,,1,,2,1,9,0,1,0,0,1,0,0,0,0,,13,6,,2020/3/18 5:55,2020/3/18 5:59
Facebook利用者,25642,14,3,1,45,4,4,1,45,50,1,1,5,2,1,3,,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,3,4,2,4,1,2,4,14,1,9,1,2,0,3,,2,,3,,1,1,7,1,0,0,0,1,0,0,0,0,,8,3,,2020/3/18 5:56,2020/3/18 5:58
Facebook利用者,25645,13,3,1,47,4,4,1,47,47,11,1,4,3,3,,3,,5,,2,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,2,2,2,5,2,13,2,3,1,0,,3,,2,,4,,1,1,5,1,0,0,0,1,0,0,0,0,,5,5,,2020/3/18 5:56,2020/3/18 5:59
Facebook利用者,25646,23,5,1,52,5,5,1,52,42,12,1,5,2,3,,4,,5,,4,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,2,4,4,4,4,3,3,23,1,7,1,0,,3,,3,,3,,1,1,7,1,0,0,0,1,0,0,0,0,,9,3,,2020/3/18 5:56,2020/3/18 5:59
Facebook利用者,25648,11,3,1,43,4,4,1,43,51,7,1,3,1,1,3,,,1,3,,,1,2,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,,1,5,4,5,3,4,3,5,5,11,2,7,1,1,11,4,,3,,1,,1,1,2,1,1,0,0,0,0,0,0,0,,5,3,,2020/3/18 5:56,2020/3/18 6:01
Facebook利用者,25654,28,6,1,55,5,5,1,55,39,11,1,6,2,2,,2,3,4,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,5,5,4,4,5,1,4,28,1,7,1,1,16,4,,2,,3,,3,1,4,1,1,0,0,1,0,0,0,0,,9,3,,2020/3/18 5:56,2020/3/18 6:01
Facebook利用者,25657,14,3,1,55,5,5,1,55,39,3,1,3,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,5,1,4,2,1,4,14,1,5,1,2,22,4,,2,,2,,1,1,1,0,0,1,0,0,0,0,0,0,,4,8,,2020/3/18 5:56,2020/3/18 6:01
Facebook利用者,25658,1,1,1,56,5,5,1,56,38,10,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,3,3,3,2,4,1,3,3,1,0,,3,,1,,4,,1,1,4,0,0,0,0,0,1,0,0,0,,4,2,,2020/3/18 5:56,2020/3/18 6:06
Facebook利用者,25664,14,3,1,49,4,4,1,49,45,5,1,3,1,1,3,,,5,,1,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,4,5,2,2,2,2,2,14,1,3,3,0,,1,,3,,4,,1,1,7,1,0,0,0,1,0,0,0,0,,5,4,,2020/3/18 5:56,2020/3/18 6:00
Facebook利用者,25665,35,7,1,48,4,4,1,48,46,5,1,4,3,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,1,2,3,3,3,3,3,3,3,35,2,9,1,2,17,7,,1,,1,,2,1,3,0,0,0,0,0,1,0,0,0,,5,6,,2020/3/18 5:56,2020/3/18 6:00
Facebook利用者,25668,12,3,1,45,4,4,1,45,49,11,1,4,2,2,,2,3,1,3,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,1,5,4,4,5,5,1,12,2,7,1,0,,3,,3,,3,,1,1,8,1,0,0,0,1,0,0,0,0,,6,6,,2020/3/18 5:56,2020/3/18 5:59
Facebook利用者,25671,12,3,1,43,4,4,1,43,51,4,1,5,1,1,3,,,2,,,,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,5,5,5,5,5,4,4,4,12,2,7,1,1,3,4,,1,,4,,1,1,6,0,0,0,0,0,1,0,0,0,,13,5,,2020/3/18 5:56,2020/3/18 6:00
Facebook利用者,25675,13,3,1,54,5,5,1,54,41,2,1,5,1,1,2,,,2,,,,1,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,4,1,5,2,3,4,5,2,13,1,7,2,3,19,10,両親と子供、配偶者なし,1,,3,,1,1,6,0,0,0,0,1,0,0,0,0,,7,5,,2020/3/18 5:57,2020/3/18 6:05
Facebook利用者,25676,25,6,1,57,5,5,1,57,37,12,1,3,2,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,2,2,5,2,2,4,2,4,25,2,7,1,0,,3,,2,,3,,1,1,3,0,0,0,0,1,0,0,0,0,,5,4,,2020/3/18 5:57,2020/3/18 6:01
Facebook利用者,25686,32,7,1,56,5,5,1,56,39,1,1,4,1,3,,3,,4,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,5,2,2,3,4,4,32,2,3,1,1,28,7,,1,,3,,1,1,6,0,0,0,0,0,1,0,0,0,,6,3,,2020/3/18 5:57,2020/3/18 6:03
Facebook利用者,25688,30,6,1,52,5,5,1,52,42,9,1,3,1,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,2,4,1,1,2,30,2,7,1,3,10,8,,1,,3,,3,1,3,0,0,0,0,0,1,0,0,0,,8,2,,2020/3/18 5:57,2020/3/18 6:00
Facebook利用者,25689,23,5,1,55,5,5,1,55,40,1,1,4,1,1,2,,,5,,4,,1,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,,4,4,1,5,1,2,2,4,4,23,2,7,1,2,22,4,,2,,3,,3,1,5,0,0,0,0,1,0,0,0,0,,7,3,,2020/3/18 5:57,2020/3/18 6:02
Facebook利用者,25692,13,3,1,51,5,5,1,51,43,3,1,5,1,2,,3,,4,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,4,3,4,5,1,3,13,1,9,1,1,5,4,,1,,3,,1,1,2,1,1,0,0,0,1,0,0,0,,6,8,,2020/3/18 5:57,2020/3/18 6:01
Facebook利用者,25700,23,5,1,48,4,4,1,48,46,5,1,1,1,2,,5,,4,,5,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,3,3,3,4,2,4,23,3,3,3,0,,1,,3,,5,,1,2,8,0,0,0,0,0,1,0,0,0,,2,6,,2020/3/18 5:57,2020/3/18 6:05
Facebook利用者,25714,4,2,1,41,4,4,1,41,53,5,1,3,2,1,2,,,2,,,,1,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,,4,4,1,5,5,5,5,5,5,4,2,7,1,3,2,7,,1,,1,,2,1,9,0,0,0,0,0,1,0,0,0,,4,5,,2020/3/18 5:57,2020/3/18 6:02
Facebook利用者,25717,26,6,1,55,5,5,1,55,39,4,1,6,1,3,,3,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,1,5,1,2,5,3,3,26,1,7,1,1,21,3,,2,,3,,1,1,8,0,0,0,0,0,1,0,0,0,,7,8,,2020/3/18 5:57,2020/3/18 6:02
Facebook利用者,25721,8,3,1,57,5,5,1,57,37,9,1,4,1,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,4,3,4,4,3,4,8,2,3,1,2,28,3,,1,,1,,2,1,5,1,1,0,0,0,1,0,0,0,,5,2,,2020/3/18 5:57,2020/3/18 6:04
Facebook利用者,25727,11,3,1,45,4,4,1,45,49,9,1,2,1,2,,1,3,4,,1,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,1,5,5,5,4,5,5,5,5,11,2,7,3,0,,2,,1,,1,,1,1,6,0,0,0,0,1,0,0,0,0,,5,1,,2020/3/18 5:58,2020/3/18 6:00
Facebook利用者,25729,28,6,1,51,5,5,1,51,43,11,1,5,3,2,,1,3,5,,1,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,5,4,4,1,3,3,28,1,7,2,1,24,7,,1,,5,,1,5,4,0,0,1,0,0,1,0,0,0,,13,2,,2020/3/18 5:58,2020/3/18 6:02
Facebook利用者,25739,26,6,1,45,4,4,1,45,49,11,1,6,1,1,2,,,2,,,,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,,1,3,3,3,3,3,3,3,3,26,1,1,3,0,,2,,1,,6,,1,5,5,0,0,0,0,1,0,0,0,0,,3,8,,2020/3/18 5:58,2020/3/18 6:03
Facebook利用者,25742,13,3,1,55,5,5,1,55,40,2,1,5,1,1,2,,,2,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,5,3,5,2,4,3,5,3,13,1,9,1,2,21,4,,1,,4,,1,1,8,1,0,0,0,1,0,0,0,0,,7,1,,2020/3/18 5:58,2020/3/18 6:05
Facebook利用者,25747,38,8,1,53,5,5,1,53,41,9,1,3,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,3,2,2,4,3,4,4,38,2,7,1,1,24,1,,4,,1,,1,1,8,1,0,0,0,0,0,0,0,0,,7,3,,2020/3/18 5:58,2020/3/18 6:03
Facebook利用者,25749,12,3,1,55,5,5,1,55,39,11,1,5,1,3,,3,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,4,3,4,4,4,4,12,2,7,1,2,22,4,,1,,3,,1,1,5,1,0,0,0,1,0,0,0,0,,13,6,,2020/3/18 5:58,2020/3/18 6:02
Facebook利用者,25751,22,5,1,55,5,5,1,55,39,7,1,5,1,2,,3,,1,3,,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,4,2,2,5,5,5,5,5,3,22,2,5,3,0,,2,,1,,6,,1,1,3,0,0,0,0,0,1,0,0,0,,13,5,,2020/3/18 5:58,2020/3/18 6:02
Facebook利用者,25759,12,3,1,49,4,4,1,49,45,11,1,5,3,3,,2,2,5,,2,2,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,3,3,3,4,4,4,12,2,7,3,0,,1,,3,,5,,1,1,4,0,0,0,0,1,0,0,0,0,,3,6,,2020/3/18 5:58,2020/3/18 6:03
Facebook利用者,25762,23,5,1,51,5,5,1,51,44,1,1,1,3,2,,4,,5,,4,,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,4,1,5,5,1,1,1,1,5,23,2,3,3,0,,1,,2,,1,,1,1,8,1,1,0,0,1,0,0,0,0,,4,4,,2020/3/18 5:58,2020/3/18 6:06
Facebook利用者,25766,1,1,1,47,4,4,1,47,47,11,1,3,1,1,2,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,,1,3,4,3,5,3,3,4,3,1,1,7,1,1,13,4,,1,,3,,1,1,5,0,0,0,0,1,0,0,0,0,,5,2,,2020/3/18 5:58,2020/3/18 6:01
Facebook利用者,25767,33,7,1,50,5,5,1,50,44,7,1,2,1,1,3,,,2,,,,2,2,2,2,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,1,5,3,5,3,5,2,2,1,33,2,7,1,1,17,4,,1,,1,,1,1,6,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/18 5:58,2020/3/18 6:04
Facebook利用者,25768,4,2,1,45,4,4,1,45,49,5,1,3,1,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,2,4,1,2,2,4,4,3,4,1,5,1,3,10,4,,1,,5,,1,1,8,0,0,0,0,0,1,0,0,0,,4,2,,2020/3/18 5:58,2020/3/18 6:02
Facebook利用者,25769,12,3,1,56,5,5,1,56,39,1,1,3,1,3,,3,,1,3,,,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,3,3,3,3,2,3,3,2,3,12,2,5,3,0,,1,,3,,4,,1,1,4,0,0,0,0,1,0,0,0,0,,5,8,,2020/3/18 5:58,2020/3/18 6:02
Facebook利用者,25772,7,2,1,55,5,5,1,55,40,6,1,1,2,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,5,2,4,4,2,1,7,2,5,3,0,,1,,1,,4,,1,5,2,0,1,0,0,0,0,0,0,0,,4,2,,2020/3/18 5:58,2020/3/18 6:06
Facebook利用者,25773,8,3,1,57,5,5,1,57,37,8,1,6,1,2,,2,3,4,,2,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,2,1,4,1,2,3,8,2,7,2,2,21,1,,3,,3,,3,1,1,0,0,0,0,0,0,0,1,0,,6,3,,2020/3/18 5:58,2020/3/18 6:04
