割付,№,県番号,地域分類,性別,年齢,年齢階層,性年代,q1,q2t,q3_1t,q3_2t,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q15b_6,q15b_7,q15b_8,q15b_9,q15b_10,q15b_11,q16.1,q16.2,q16.3,q16.4,q16.5,q16.6,q16.7,q16.0,q16_6t,q17,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q19,q20,q21,q22,q23t,q24t,q25,q25_10t,q26,q26_8t,q27,q27_10t,q28,q29,q30,q31.1,q31.2,q31.3,q31.4,q31.5,q31.6,q31.7,q31.8,q31.0,q31_7t,q32,q33,q33_7t,回答開始日時,回答日時
Facebook非利用者,1740,8,3,1,54,5,5,1,54,40,5,2,,1,1,2,,,2,,,,1,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,1,4,2,5,4,3,2,4,2,8,2,7,1,3,18,4,,1,,6,,1,1,2,0,0,0,0,0,1,0,0,0,,4,2,,2020/3/17 18:52,2020/3/17 19:00
Facebook利用者,1741,11,3,1,48,4,4,1,48,47,2,1,5,2,2,,4,,1,3,,,3,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,4,4,4,3,3,3,3,2,11,2,7,2,1,11,1,,6,,1,,1,1,4,0,0,0,0,1,0,0,0,0,,13,5,,2020/3/17 18:52,2020/3/17 18:56
Facebook非利用者,1742,6,2,1,43,4,4,1,43,51,11,2,,2,2,,4,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,1,1,1,1,1,1,1,1,6,2,5,1,0,,6,,1,,9,,,,,,,,,,,,,0,,13,8,,2020/3/17 18:52,2020/3/17 18:56
Facebook非利用者,1743,1,1,1,53,5,5,1,53,41,6,2,,1,2,,4,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,1,3,3,3,1,3,1,3,7,1,0,,3,,1,,5,,4,6,1,0,0,0,0,0,0,0,1,0,,4,8,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1744,28,6,1,43,4,4,1,43,51,9,2,,3,2,,2,3,4,,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,3,4,3,4,3,3,3,4,4,28,2,7,1,4,7,4,,1,,3,,1,1,3,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 18:53,2020/3/17 18:57
Facebook利用者,1745,21,5,1,45,4,4,1,45,49,5,1,4,3,1,1,,,5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,,1,3,3,3,4,4,4,1,1,21,3,7,1,2,3,4,,1,,4,,1,1,1,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 18:53,2020/3/17 18:58
Facebook非利用者,1746,13,3,1,44,4,4,1,44,50,12,2,,2,3,,2,3,5,,2,3,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,5,3,3,5,3,3,13,1,7,1,1,4,4,,2,,4,,1,1,7,1,0,0,0,1,0,0,0,0,,7,6,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1747,24,6,1,43,4,4,1,43,51,7,2,,3,3,,3,,5,,3,,1,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,,3,1,1,5,3,3,1,2,3,24,3,3,3,0,,2,,1,,7,,5,3,1,1,0,0,0,0,0,0,0,0,,3,7,ゲーム,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1748,23,5,1,57,5,5,1,57,37,11,2,,3,3,,2,3,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,4,4,1,5,3,23,2,7,1,5,13,4,,1,,2,,3,1,1,1,0,0,0,0,0,0,0,0,,8,3,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1749,40,9,1,55,5,5,1,55,39,7,2,,1,3,,4,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,5,1,4,3,3,3,40,1,7,3,0,,1,,3,,3,,1,1,7,1,0,0,0,0,0,0,0,0,,4,6,,2020/3/17 18:53,2020/3/17 18:55
Facebook非利用者,1751,47,9,1,50,5,5,1,50,44,3,2,,1,1,2,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,1,3,3,3,3,3,3,3,3,47,2,5,3,0,,2,,1,,9,,,,,,,,,,,,,0,,2,1,,2020/3/17 18:53,2020/3/17 18:58
Facebook非利用者,1754,28,6,1,56,5,5,1,56,38,6,2,,3,3,,2,3,5,,3,,3,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,4,2,3,2,1,4,28,2,3,2,0,,2,,1,,6,,4,6,1,0,0,0,0,0,0,0,1,0,,3,4,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1755,25,6,1,45,4,4,1,45,49,3,2,,3,3,,4,,5,,3,,3,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,5,3,4,2,4,2,25,2,7,1,0,,3,,3,,3,,1,1,6,1,0,0,0,1,1,0,0,0,,9,3,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1757,13,3,1,44,4,4,1,44,50,11,2,,3,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,1,1,3,1,1,1,4,13,2,5,3,0,,2,,1,,10,無職,,,,,,,,,,,,0,,3,8,,2020/3/17 18:53,2020/3/17 18:58
Facebook利用者,1758,33,7,1,57,5,5,1,57,37,4,1,6,1,2,,4,,5,,4,,3,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,5,1,1,1,1,2,33,1,3,1,3,23,4,,1,,6,,1,1,8,0,0,0,0,0,1,0,0,0,,6,6,,2020/3/17 18:53,2020/3/17 18:59
Facebook非利用者,1760,34,7,1,54,5,5,1,54,40,9,2,,1,1,2,,,2,,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,1,1,5,1,3,1,1,5,34,2,3,3,0,,2,,1,,4,,1,1,8,0,0,0,0,0,1,0,0,0,,6,8,,2020/3/17 18:53,2020/3/17 18:57
Facebook利用者,1761,42,9,1,51,5,5,1,51,44,3,1,6,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,1,2,2,3,3,42,2,3,3,0,,2,,1,,5,,1,1,3,0,0,0,1,0,0,0,0,0,,3,2,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1762,13,3,1,56,5,5,1,56,39,3,2,,3,3,,4,,5,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,2,1,1,3,3,1,1,4,13,1,3,3,0,,2,,8,親の持ち家,6,,1,1,1,0,0,0,0,0,0,0,1,0,,4,6,,2020/3/17 18:53,2020/3/17 18:58
Facebook非利用者,1763,22,5,1,54,5,5,1,54,41,3,2,,1,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,4,4,3,4,3,3,2,22,1,7,2,3,31,1,,3,,3,,1,1,4,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1764,27,6,1,56,5,5,1,56,39,2,2,,2,2,,5,,5,,5,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,5,1,5,3,5,5,1,3,27,1,3,3,0,,1,,3,,10,パート,,,,,,,,,,,,0,,2,1,,2020/3/17 18:53,2020/3/17 18:55
Facebook非利用者,1765,27,6,1,46,4,4,1,46,49,2,2,,2,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,2,2,2,2,2,2,4,27,2,7,1,2,15,4,,2,,1,,1,1,4,1,0,1,0,0,0,0,0,0,,4,3,,2020/3/17 18:53,2020/3/17 18:56
Facebook利用者,1766,27,6,1,50,5,5,1,50,44,12,1,6,2,2,,3,,5,,3,,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,1,5,5,5,5,2,2,3,27,1,5,2,1,17,5,,2,,1,,1,1,7,1,0,0,0,1,0,0,0,0,,4,2,,2020/3/17 18:53,2020/3/17 19:02
Facebook非利用者,1769,13,3,1,45,4,4,1,45,49,7,2,,2,1,2,,,1,2,,,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,2,2,4,3,3,3,3,4,13,2,7,3,0,,1,,3,,5,,1,1,7,0,0,0,0,1,0,0,0,0,,3,6,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1770,29,6,1,54,5,5,1,54,40,8,2,,3,2,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,1,1,2,3,1,1,5,29,2,7,3,0,,2,,1,,1,,4,2,1,0,0,0,0,0,0,0,1,0,,3,2,,2020/3/17 18:53,2020/3/17 18:58
Facebook非利用者,1772,23,5,1,50,5,5,1,50,45,3,2,,3,2,,3,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,2,5,3,3,1,1,3,23,1,7,3,0,,1,,1,,4,,4,1,1,0,0,0,0,0,0,0,1,0,,2,8,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1773,23,5,1,42,4,4,1,42,52,7,2,,2,1,3,,,1,3,,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,2,2,4,1,3,2,1,3,23,2,2,3,0,,1,,3,,5,,1,1,3,0,0,0,0,0,1,0,0,0,,3,8,,2020/3/17 18:53,2020/3/17 18:59
Facebook利用者,1774,12,3,1,45,4,4,1,45,49,4,1,3,1,1,3,,,3,,3,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,,2,4,2,4,3,4,3,3,4,12,1,7,2,3,11,5,,1,,3,,1,1,4,0,0,0,0,0,1,0,0,0,,4,3,,2020/3/17 18:53,2020/3/17 18:57
Facebook利用者,1775,38,8,1,46,4,4,1,46,48,5,1,4,1,1,3,,,1,3,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,3,3,4,4,3,2,3,4,3,38,2,5,1,1,12,4,,1,,1,,1,1,3,0,0,0,0,0,1,0,0,0,,4,5,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1776,27,6,1,49,4,4,1,49,45,6,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,3,5,5,5,3,5,3,27,1,3,1,3,12,4,,1,,6,,1,1,1,0,1,0,0,0,0,0,0,0,,4,4,,2020/3/17 18:53,2020/3/17 19:01
Facebook利用者,1777,28,6,1,56,5,5,1,56,38,10,1,4,2,2,,5,,5,,5,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,4,1,1,1,1,5,5,28,2,3,3,0,,2,,8,借地持ち家,10,自由業,,,,,,,,,,,,0,,13,1,,2020/3/17 18:53,2020/3/17 19:22
Facebook非利用者,1778,14,3,1,57,5,5,1,57,37,7,2,,3,2,,2,3,5,,2,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,3,1,5,2,2,4,4,3,14,1,5,1,2,22,3,,3,,1,,1,1,2,0,0,0,0,1,0,0,0,0,,5,2,,2020/3/17 18:53,2020/3/17 18:58
Facebook利用者,1779,21,5,1,51,5,5,1,51,43,4,1,4,1,2,,4,,4,,4,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,1,1,1,1,1,4,21,2,4,1,0,,3,,1,,5,,1,5,7,0,0,0,0,0,1,0,0,0,,4,6,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1780,27,6,1,44,4,4,1,44,50,11,2,,3,2,,2,2,4,,1,3,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,5,4,4,3,4,2,3,27,2,9,1,1,15,4,,3,,5,,1,1,7,0,0,0,0,1,0,0,0,0,,4,4,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1781,41,9,1,52,5,5,1,52,42,7,2,,1,2,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,5,1,2,1,4,3,41,3,5,3,0,,2,,1,,10,休職中,,,,,,,,,,,,0,,1,7,治療中,2020/3/17 18:53,2020/3/17 19:02
Facebook非利用者,1782,14,3,1,44,4,4,1,44,50,11,2,,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,14,1,5,1,0,,3,,3,,1,,1,1,2,1,0,0,0,1,0,0,0,0,,4,5,,2020/3/17 18:53,2020/3/17 18:57
Facebook非利用者,1783,40,9,1,49,4,4,1,49,46,2,2,,3,3,,4,,5,,5,,3,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,,2,5,3,3,4,4,3,2,2,40,2,7,3,0,,2,,1,,6,,1,1,4,1,0,0,0,1,0,0,0,0,,13,6,,2020/3/17 18:53,2020/3/17 18:56
Facebook非利用者,1784,28,6,1,43,4,4,1,43,52,2,2,,3,3,,3,,5,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,5,3,4,3,2,3,28,1,3,3,0,,1,,5,,5,,1,2,8,0,0,0,0,0,1,0,0,0,,2,6,,2020/3/17 18:54,2020/3/17 18:57
Facebook非利用者,1786,13,3,1,51,5,5,1,51,43,10,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,1,1,2,4,1,1,4,13,1,7,3,0,,1,,3,,1,,1,2,2,1,0,0,1,1,0,0,0,0,,3,8,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1787,27,6,1,49,4,4,1,49,45,12,2,,2,2,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,4,4,4,3,5,5,27,2,7,1,2,11,4,,1,,4,,2,1,8,1,0,0,0,1,0,0,0,0,,6,2,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1788,23,5,1,49,4,4,1,49,45,3,2,,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,1,3,5,1,1,23,1,3,1,3,15,4,,1,,5,,1,1,3,0,0,1,0,0,0,0,0,0,,5,6,,2020/3/17 18:54,2020/3/17 18:58
Facebook利用者,1789,13,3,1,56,5,5,1,56,38,5,1,2,2,1,3,,,1,3,,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,5,3,3,3,2,2,13,2,3,1,2,13,4,,3,,4,,1,1,5,0,0,1,0,0,0,0,0,0,,4,3,,2020/3/17 18:54,2020/3/17 18:59
Facebook利用者,1791,23,5,1,57,5,5,1,57,37,4,1,3,2,2,,3,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,2,5,5,5,5,4,2,23,1,6,1,0,,1,,3,,9,,,,,,,,,,,,,0,,2,1,,2020/3/17 18:54,2020/3/17 18:59
Facebook非利用者,1792,14,3,1,51,5,5,1,51,43,11,2,,2,2,,3,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,5,3,5,5,5,5,3,1,14,1,7,1,0,,6,,1,,2,,1,1,7,1,0,0,0,1,0,0,0,0,,5,3,,2020/3/17 18:54,2020/3/17 18:57
Facebook利用者,1793,32,7,1,57,5,5,1,57,37,6,1,4,2,2,,4,,1,3,,,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,4,5,1,5,5,5,1,5,3,32,2,7,1,2,20,4,,1,,1,,2,1,9,1,1,0,0,0,0,0,0,0,,5,5,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1794,1,1,1,52,5,5,1,52,42,4,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,2,4,4,2,2,3,1,2,3,3,0,,2,,1,,10,通信サポート,,,,,,,,,,,,0,,3,8,,2020/3/17 18:54,2020/3/17 18:56
Facebook非利用者,1795,28,6,1,48,4,4,1,48,46,4,2,,3,3,,4,,5,,4,,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,5,5,4,4,4,3,3,28,1,7,1,0,,3,,2,,9,,,,,,,,,,,,,0,,1,6,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1796,12,3,1,56,5,5,1,56,38,3,2,,2,2,,4,,1,3,,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,5,4,4,2,5,1,12,2,3,2,2,28,5,,1,,9,,,,,,,,,,,,,0,,4,4,,2020/3/17 18:54,2020/3/17 18:59
Facebook非利用者,1797,27,6,1,49,4,4,1,49,45,6,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,3,3,3,3,3,3,3,27,2,3,3,0,,1,,3,,9,,,,,,,,,,,,,0,,2,8,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1798,1,1,1,54,5,5,1,54,40,10,2,,1,1,3,,,2,,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,4,3,3,2,2,4,1,1,3,3,0,,2,,3,,5,,1,1,2,0,0,0,0,0,1,0,0,0,,3,7,自分の好きなことや趣味に使う,2020/3/17 18:54,2020/3/17 19:00
Facebook非利用者,1800,27,6,1,54,5,5,1,54,41,1,2,,1,3,,4,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,4,4,4,4,2,3,27,2,7,3,0,,2,,1,,5,,1,2,7,1,1,0,0,1,0,0,0,0,,4,2,,2020/3/17 18:54,2020/3/17 18:59
Facebook利用者,1801,13,3,1,41,4,4,1,41,54,1,1,5,2,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,2,5,1,5,3,3,5,5,3,13,2,9,3,0,,2,,1,,5,,1,3,3,0,0,0,0,0,1,0,0,0,,3,2,,2020/3/17 18:54,2020/3/17 18:56
Facebook利用者,1802,27,6,1,47,4,4,1,47,47,12,1,6,2,2,,3,,4,,3,,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,2,2,4,4,4,2,3,27,1,7,1,1,6,4,,1,,1,,1,1,8,1,0,0,0,1,0,0,0,0,,4,3,,2020/3/17 18:54,2020/3/17 18:59
Facebook利用者,1803,40,9,1,54,5,5,1,54,40,8,1,4,1,1,3,,,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,5,4,4,3,3,3,2,3,40,1,9,1,0,,3,,3,,4,,2,1,3,0,0,0,0,0,1,0,0,0,,6,3,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1804,46,9,1,57,5,5,1,57,37,5,2,,3,2,,3,,5,,2,3,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,3,3,3,4,2,3,46,2,3,1,2,28,3,,3,,7,,4,1,1,0,0,0,0,0,1,0,0,0,,5,6,,2020/3/17 18:54,2020/3/17 19:03
Facebook利用者,1805,14,3,1,56,5,5,1,56,38,12,1,2,2,2,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,4,1,5,5,1,1,5,14,1,5,1,0,,3,,6,,5,,4,1,1,0,0,0,0,0,1,0,0,0,,3,8,,2020/3/17 18:54,2020/3/17 18:57
Facebook利用者,1806,13,3,1,56,5,5,1,56,38,10,1,6,1,2,,4,,4,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,2,3,3,3,3,3,3,3,3,13,1,7,3,1,0,1,,1,,2,,1,1,6,0,0,0,1,1,0,0,0,0,,4,8,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1808,33,7,1,54,5,5,1,54,40,10,2,,1,2,,3,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,2,2,4,4,3,2,5,33,2,3,1,1,15,4,,1,,5,,4,5,1,0,0,0,0,0,1,0,0,0,,13,6,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1810,11,3,1,57,5,5,1,57,38,3,2,,2,2,,4,,5,,3,,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,4,3,5,3,3,4,4,3,11,2,7,1,0,,3,,1,,1,,1,1,7,0,0,0,0,1,0,0,0,0,,7,3,,2020/3/17 18:54,2020/3/17 18:59
Facebook利用者,1811,14,3,1,57,5,5,1,57,38,1,1,3,3,2,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,4,4,3,3,4,3,2,14,2,7,1,3,9,7,,1,,5,,1,1,5,1,0,0,0,1,0,0,0,0,,7,2,,2020/3/17 18:54,2020/3/17 19:02
Facebook利用者,1812,40,9,1,55,5,5,1,55,39,4,1,1,1,3,,4,,5,,4,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,2,3,5,5,5,1,4,40,1,7,1,1,25,4,,1,,4,,4,6,1,1,0,0,0,0,0,0,0,0,,2,7,趣味,2020/3/17 18:54,2020/3/17 18:59
Facebook非利用者,1813,33,7,1,49,4,4,1,49,45,11,2,,2,3,,4,,1,3,,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,4,1,4,4,4,2,1,3,33,2,3,2,0,,2,,1,,10,その他,,,,,,,,,,,,0,,13,8,,2020/3/17 18:54,2020/3/17 18:57
Facebook非利用者,1814,14,3,1,52,5,5,1,52,43,3,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,,3,5,2,5,5,5,5,1,3,14,1,7,1,0,,3,,2,,8,,,,,,,,,,,,,0,,4,8,,2020/3/17 18:54,2020/3/17 18:56
Facebook非利用者,1816,14,3,1,47,4,4,1,47,48,1,2,,3,3,,3,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,3,3,3,3,3,3,3,14,1,7,3,0,,1,,1,,1,,4,6,1,1,0,0,0,0,0,0,0,0,,13,2,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1817,14,3,1,52,5,5,1,52,42,8,2,,1,2,,4,,4,,3,,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,4,3,1,4,3,2,2,3,3,14,1,9,1,2,19,4,,1,,3,,1,1,7,0,0,0,1,1,0,0,0,0,,8,6,,2020/3/17 18:54,2020/3/17 18:59
Facebook利用者,1819,14,3,1,46,4,4,1,46,48,11,1,6,2,2,,1,2,5,,1,2,1,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,3,5,5,5,5,5,5,5,5,14,2,7,3,2,0,10,兄弟,1,,3,,1,1,1,1,0,0,0,0,0,0,0,0,,4,3,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1820,45,9,1,42,4,4,1,42,53,2,2,,1,2,,3,,4,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,1,1,5,1,3,2,2,4,45,2,3,1,3,7,4,,1,,2,,1,1,8,0,0,0,0,0,1,0,0,0,,5,3,,2020/3/17 18:54,2020/3/17 19:04
Facebook非利用者,1821,14,3,1,53,5,5,1,53,41,7,2,,3,2,,4,,4,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,2,5,2,2,3,2,4,14,1,7,1,2,28,4,,1,,3,,3,1,1,0,1,0,0,0,0,0,0,0,,8,8,,2020/3/17 18:54,2020/3/17 18:59
Facebook非利用者,1822,11,3,1,51,5,5,1,51,43,3,2,,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,4,1,2,4,4,4,3,3,11,2,7,3,0,,1,,2,,4,,1,1,6,1,0,0,0,1,0,0,0,0,,6,5,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1823,9,3,1,45,4,4,1,45,49,11,2,,3,2,,1,2,5,,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,1,4,2,4,3,4,3,5,4,9,2,7,1,0,,6,,2,,6,,1,1,7,0,0,0,0,0,1,0,0,0,,13,2,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1824,22,5,1,52,5,5,1,52,42,8,2,,3,2,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,3,1,5,3,4,3,1,5,22,2,3,3,0,,2,,1,,2,,4,6,1,0,1,0,0,0,0,0,0,0,,4,2,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1825,12,3,1,49,4,4,1,49,46,2,2,,3,2,,1,2,1,3,,,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,2,5,5,5,5,5,5,5,4,12,2,3,1,0,,3,,3,,6,,4,1,1,0,0,0,0,0,1,0,0,0,,6,3,,2020/3/17 18:54,2020/3/17 19:00
Facebook非利用者,1826,13,3,1,49,4,4,1,49,45,9,2,,2,2,,3,,5,,3,,3,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,2,1,4,1,2,1,1,3,13,2,3,3,2,5,5,,5,,5,,1,1,4,1,0,0,0,0,0,0,0,0,,4,8,,2020/3/17 18:54,2020/3/17 18:57
Facebook非利用者,1827,11,3,1,50,5,5,1,50,44,10,2,,3,2,,4,,5,,4,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,2,3,2,5,4,4,4,1,2,11,2,7,1,2,11,7,,1,,1,,2,1,7,0,0,0,0,0,1,0,0,0,,6,6,,2020/3/17 18:54,2020/3/17 19:01
Facebook利用者,1828,14,3,1,57,5,5,1,57,37,8,1,3,3,3,,3,,5,,3,,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,5,2,4,5,1,1,14,1,3,1,2,19,4,,3,,1,,1,1,8,0,1,0,0,1,0,0,0,0,,6,8,,2020/3/17 18:54,2020/3/17 18:58
Facebook非利用者,1830,24,6,1,55,5,5,1,55,39,11,2,,3,1,3,,,5,,3,,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,3,5,1,2,2,4,3,4,4,24,2,7,3,0,,1,,1,,3,,1,1,4,0,0,0,0,0,1,0,0,0,,4,2,,2020/3/17 18:55,2020/3/17 19:01
